px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.77549	-9.24185	-2.70854	-2.05643	-0.980424	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.27293
4.86938	-9.10094	-2.72772	-2.1226	-0.989713	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.490855
4.98259	-8.98509	-2.72731	-2.21038	-1.03327	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.07019
5.08839	-8.86372	-2.73729	-2.2744	-1.03871	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.159876
5.15297	-8.73594	-2.73405	-2.28582	-0.974332	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.28264
5.27064	-8.61337	-2.75545	-2.34535	-0.97708	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.483555
5.34567	-8.49021	-2.74878	-2.35568	-0.91568	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.09052
5.45627	-8.3823	-2.7535	-2.40541	-0.914567	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0267924
5.4936	-8.25855	-2.72565	-2.35979	-0.779644	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.5519
5.60049	-8.14779	-2.74684	-2.39686	-0.775332	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.488065
5.70815	-8.03606	-2.75247	-2.42901	-0.760952	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.51812
5.82807	-7.92526	-2.76774	-2.46685	-0.755728	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.300189
5.94649	-7.82532	-2.77169	-2.50249	-0.747598	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.200141
6.08301	-7.7242	-2.7929	-2.54325	-0.745121	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.407149
6.17137	-7.62199	-2.77764	-2.53401	-0.673749	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.41153
6.29546	-7.52683	-2.79927	-2.56313	-0.6675	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.48751
6.39912	-7.41856	-2.78457	-2.55594	-0.600697	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	2.97983
6.53179	-7.32198	-2.79852	-2.58377	-0.594749	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.24559
6.63247	-7.23068	-2.78534	-2.57982	-0.541768	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	2.06023
6.75225	-7.13561	-2.80218	-2.59663	-0.531143	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.579526
6.87012	-7.0591	-2.80295	-2.61912	-0.526612	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.149783
6.98658	-6.98114	-2.80387	-2.63915	-0.520913	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.178705
7.10718	-6.89228	-2.79452	-2.64554	-0.489153	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.929996
7.24547	-6.80876	-2.8048	-2.66692	-0.483389	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.159255
7.33822	-6.71103	-2.77826	-2.63775	-0.402471	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	4.92356
7.45666	-6.62735	-2.7858	-2.64781	-0.392832	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.373775
7.57625	-6.55726	-2.78324	-2.66005	-0.38147	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.100586
7.69367	-6.48481	-2.78251	-2.67284	-0.375814	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.180314
7.84111	-6.445	-2.80682	-2.7313	-0.439139	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.62102
7.96886	-6.38089	-2.81099	-2.7479	-0.433986	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0987116
8.06238	-6.27471	-2.75207	-2.68885	-0.303649	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	15.6699
8.19286	-6.19661	-2.75326	-2.69718	-0.29581	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.24921
8.28888	-6.08662	-2.71452	-2.64726	-0.196848	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	8.11634
8.41054	-6.00425	-2.71165	-2.64916	-0.188679	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.344003
8.55953	-5.955	-2.73119	-2.69486	-0.245219	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.03654
8.68837	-5.88022	-2.73051	-2.70084	-0.238274	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.2
8.81561	-5.80615	-2.72535	-2.70275	-0.224178	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.47262
8.95231	-5.72556	-2.73578	-2.70528	-0.214686	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.241738
9.04208	-5.62757	-2.70081	-2.65707	-0.12628	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	6.46598
9.16133	-5.54147	-2.7133	-2.65003	-0.113471	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.439248
9.27815	-5.45346	-2.69958	-2.6301	-0.0742264	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.21714
9.39901	-5.37197	-2.69634	-2.62714	-0.067748	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.214353
9.46871	-5.23243	-2.64077	-2.52967	0.0843593	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	18.2444
9.58327	-5.13208	-2.64645	-2.51472	0.0940228	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.245403
9.68454	-5.02473	-2.63797	-2.48122	0.134262	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.19142
9.79203	-4.91469	-2.64486	-2.46068	0.146449	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.411193
9.90119	-4.8163	-2.64278	-2.44116	0.165086	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.448227
10.0037	-4.70918	-2.64414	-2.42275	0.173668	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.244618
10.0949	-4.61257	-2.64189	-2.40351	0.18721	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.280513
10.187	-4.50494	-2.64989	-2.38298	0.197242	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.318892
10.2657	-4.3766	-2.63912	-2.33055	0.256825	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.49935
10.3598	-4.24889	-2.65072	-2.30367	0.268185	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.420395
10.4655	-4.14689	-2.65666	-2.30692	0.23876	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.929798
10.5612	-4.01796	-2.6711	-2.28349	0.24773	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.329643
10.6634	-3.90989	-2.67597	-2.28069	0.230399	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.274808
10.7564	-3.78682	-2.68314	-2.26208	0.235576	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.101776
10.8547	-3.67289	-2.68721	-2.25259	0.230779	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.0941664
10.9462	-3.53509	-2.70538	-2.22945	0.239738	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.404518
10.9953	-3.38355	-2.69307	-2.15092	0.338501	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.76004
11.0697	-3.23815	-2.70718	-2.121	0.348321	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.379884
11.1165	-3.08749	-2.70431	-2.06192	0.40499	10.9851	-2.95299	11.1	-3	0.909905	2.72971	2.11924
11.1794	-2.93529	-2.71925	-2.02901	0.414053	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.376435
11.1724	-2.75451	-2.71288	-1.90857	0.558422	11.0233	-2.67356	11.15	-2.7	0	2.72847	12.4422
11.2053	-2.60139	-2.71561	-1.86698	0.568063	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.388669
11.2102	-2.43434	-2.722	-1.78188	0.649755	11.2541	-2.42353	11.15	-2.4	0	2.72732	4.0426
11.2256	-2.28272	-2.71996	-1.73802	0.657145	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.266918
11.3254	-2.17425	-2.70062	-1.81252	0.48749	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	17.9157
11.3567	-2.01372	-2.71638	-1.78051	0.49095	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.259293
11.3047	-1.8381	-2.72148	-1.64621	0.655027	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	16.9501
11.3008	-1.67954	-2.72684	-1.60155	0.662301	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.284921
11.3023	-1.52864	-2.72823	-1.56345	0.665162	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0197284
11.2924	-1.37291	-2.73281	-1.5226	0.668528	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0807719
11.2362	-1.21095	-2.74986	-1.42544	0.761609	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	5.65111
11.202	-1.06075	-2.74957	-1.37818	0.766426	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.116529
11.0837	-0.898223	-2.78794	-1.2318	0.923898	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	15.8275
11.0152	-0.751564	-2.79111	-1.17286	0.930846	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.284363
10.9523	-0.611807	-2.78812	-1.12513	0.923529	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.229189
10.8759	-0.469634	-2.79512	-1.07073	0.926	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.116395
10.7067	-0.346966	-2.87003	-0.905996	1.10531	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	24.2875
10.605	-0.23924	-2.86879	-0.844405	1.11106	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.147974
10.5133	-0.128724	-2.8415	-0.804346	1.07742	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.46689
10.3912	-0.0434801	-2.81936	-0.732871	1.09182	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.641549
10.2488	0.0463856	-2.84082	-0.643702	1.13485	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.97883
10.1067	0.0992477	-2.81116	-0.560476	1.15893	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.30483
9.96229	0.166944	-2.81577	-0.483338	1.17673	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.567742
9.80848	0.195848	-2.79002	-0.394143	1.20412	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.25065
9.69345	0.237757	-2.7111	-0.349796	1.16747	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	6.46801
9.55086	0.255347	-2.68952	-0.269506	1.18657	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.648753
9.41172	0.281674	-2.68075	-0.200981	1.19146	9.56225	0.148577	9.4	0.15	-2.72659	0	0.492089
9.26072	0.270101	-2.66284	-0.111115	1.21841	9.25348	0.150166	9.25	0.15	-2.72658	0	0.836787
9.1144	0.274915	-2.6578	-0.0399018	1.22269	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.089452
8.96353	0.267318	-2.65873	0.0345395	1.22985	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.0758176
8.81816	0.263109	-2.6705	0.0981552	1.2264	8.94634	0.26481	8.8	0.25	-2.72783	0	0.426513
8.66945	0.245989	-2.67473	0.164739	1.22488	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0347354
8.52052	0.224299	-2.68769	0.226857	1.2184	8.46866	0.251128	8.5	0.25	-2.72395	0	0.16715
8.37587	0.202003	-2.69144	0.282338	1.20589	8.35775	0.250149	8.35	0.25	-2.72395	0	0.152936
8.23101	0.170614	-2.70834	0.335373	1.19021	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.499183
8.08464	0.126265	-2.71625	0.393917	1.18209	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.197831
7.90255	0.165793	-2.84006	0.352188	1.05247	7.74678	0.154598	7.85	0.15	-3.9992	0	25.1847
7.75356	0.120853	-2.85673	0.398193	1.04348	7.63715	0.143302	7.65	0.15	-3.99916	0	0.722185
7.6458	0.0409228	-2.80978	0.47901	1.08363	7.61982	0.157052	7.55	0.15	-1.99868	0	4.28842
7.51108	0.0170014	-2.80675	0.499488	1.04892	7.43926	0.160393	7.45	0.15	-1.99866	0	1.46301
7.36061	-0.0186677	-2.82393	0.515235	0.997549	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	2.10253
7.21843	-0.0649811	-2.81763	0.544596	0.971835	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.853835
7.10156	-0.156933	-2.79529	0.614977	0.998125	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.51736
6.97362	-0.225412	-2.78699	0.652845	0.98147	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.401964
6.86675	-0.328721	-2.77147	0.722233	1.00548	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.868266
6.75538	-0.414898	-2.75983	0.766403	0.995276	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.252601
6.64896	-0.50928	-2.75244	0.809916	0.981963	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.310062
6.54928	-0.608514	-2.74133	0.8568	0.975912	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.17466
6.46338	-0.733229	-2.73901	0.921035	0.989193	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.302661
6.3751	-0.871031	-2.75296	0.983443	0.995768	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.283401
6.37506	-1.08463	-2.77083	1.16809	1.1865	6.35624	-1.10001	6.35	-1.1	0	-2.99522	19.992
6.3307	-1.22015	-2.77257	1.23307	1.19162	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.107252
6.31053	-1.39866	-2.79386	1.3461	1.25966	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.4377
6.29299	-1.55093	-2.78863	1.42149	1.2661	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.206734
6.29427	-1.713	-2.79321	1.51151	1.29381	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.874754
6.30084	-1.86238	-2.78388	1.58725	1.29954	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.185979
6.29273	-1.99723	-2.75613	1.62915	1.25455	6.38849	-2.02257	6.35	-2	0	-2.73154	1.7391
6.31414	-2.14613	-2.75176	1.70217	1.25915	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0754935
6.31031	-2.26526	-2.71881	1.72868	1.20417	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.58937
6.33489	-2.40389	-2.72496	1.78865	1.2027	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.0584992
6.37985	-2.55822	-2.74685	1.86863	1.22487	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.746179
6.43263	-2.70722	-2.75423	1.93787	1.22533	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.137793
6.48241	-2.84801	-2.75148	1.99674	1.2136	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.188168
6.5479	-2.98873	-2.75732	2.0618	1.21082	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0493034
6.59428	-3.11511	-2.70645	2.09151	1.15263	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.28803
6.64168	-3.2776	-2.74109	2.12701	1.11943	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.20548
6.69952	-3.41439	-2.73521	2.16462	1.08873	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.51615
6.75209	-3.5739	-2.76492	2.19121	1.05113	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.11995
6.82027	-3.70276	-2.74725	2.22605	1.02066	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.50639
6.89768	-3.84256	-2.76329	2.26326	0.999442	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.617577
6.99789	-3.97628	-2.78708	2.31169	0.99162	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.6127
7.06237	-4.13796	-2.81584	2.32093	0.9423	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.76638
7.12508	-4.24855	-2.73611	2.33423	0.889401	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	9.68283
7.18635	-4.40238	-2.75307	2.3369	0.840524	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.31736
7.27273	-4.52617	-2.74595	2.36166	0.815711	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.34184
7.32191	-4.6844	-2.75463	2.34862	0.756083	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	3.35257
7.431	-4.81851	-2.80777	2.38238	0.752974	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.43913
7.49131	-4.98162	-2.82008	2.36704	0.694208	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	2.97272
7.56302	-5.09193	-2.79193	2.37617	0.664872	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.28403
7.60916	-5.25457	-2.8062	2.34722	0.600463	7.46174	-5.44979	7.45	-5.45	0.999999	-3	3.6142
7.69184	-5.37205	-2.77772	2.35893	0.575818	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.75626
7.76203	-5.52531	-2.78591	2.34684	0.530747	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	1.66732
7.84505	-5.64175	-2.74862	2.35438	0.504307	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	2.82698
7.89871	-5.80691	-2.75475	2.32478	0.44578	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	2.71846
7.98224	-5.92301	-2.73288	2.33293	0.427198	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	1.01327
8.05076	-6.06726	-2.73478	2.31959	0.389864	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	1.09683
8.16497	-6.18771	-2.80951	2.34581	0.403686	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.94488
8.23002	-6.32956	-2.81702	2.32738	0.364429	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	1.24696
8.30073	-6.43815	-2.74115	2.32341	0.333238	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	8.17833
8.36634	-6.58072	-2.73932	2.30554	0.296697	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	1.08242
8.44925	-6.69656	-2.72262	2.30869	0.282337	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.830168
8.49987	-6.85219	-2.72148	2.27551	0.233354	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	1.86201
8.61344	-6.98474	-2.77582	2.29169	0.241399	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.33286
8.66813	-7.14438	-2.77885	2.25834	0.194702	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	1.59609
8.75809	-7.26759	-2.77549	2.26172	0.186808	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.173834
8.82869	-7.40365	-2.77247	2.24863	0.163496	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.457928
8.91272	-7.51642	-2.78568	2.25461	0.163303	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.968589
8.9593	-7.66371	-2.78935	2.22185	0.122507	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	1.25247
9.01836	-7.78382	-2.73819	2.20569	0.0940166	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.46534
9.05973	-7.95337	-2.7467	2.16238	0.0458808	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.6893
9.10426	-8.07751	-2.68617	2.13528	0.00760241	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	4.89745
9.14449	-8.22203	-2.67936	2.10553	-0.0223639	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.934771
9.20681	-8.35072	-2.66954	2.0951	-0.0328281	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.322503
9.24951	-8.49825	-2.66996	2.06721	-0.0584673	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.537167
9.33732	-8.62984	-2.71356	2.08319	-0.0296445	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.37017
9.38937	-8.78394	-2.7237	2.05958	-0.0509063	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.400324
9.45535	-8.91822	-2.72277	2.05322	-0.0547496	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0402702
9.4993	-9.07878	-2.73563	2.02438	-0.0796584	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.557325
9.56038	-9.20883	-2.74717	2.02005	-0.0782902	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.273997
9.59939	-9.35991	-2.76263	1.99373	-0.0997534	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.54897
9.62261	-9.49701	-2.70742	1.95174	-0.149852	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.76086
9.66727	-9.64405	-2.71167	1.9343	-0.158701	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.0681129
9.69175	-9.78153	-2.67701	1.89981	-0.193645	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.13485
9.71424	-9.93455	-2.68098	1.86969	-0.212438	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.303766
9.77129	-10.0627	-2.70798	1.8808	-0.180778	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.33322
9.79389	-10.2064	-2.71612	1.85598	-0.195733	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.218717
9.84113	-10.351	-2.72715	1.85256	-0.184609	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.321089
9.87442	-10.5041	-2.7341	1.83508	-0.191435	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0750328
9.88574	-10.6471	-2.70378	1.79716	-0.229151	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.12637
9.89644	-10.8081	-2.71445	1.76653	-0.246119	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.287733
9.89641	-10.9502	-2.68813	1.72687	-0.281039	9.75887	-10.887	9.85	-11	0	-2.72395	1.52322
9.90178	-11.1084	-2.69704	1.69806	-0.293462	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.167653
9.91242	-11.2565	-2.69376	1.67485	-0.302656	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0981167
9.90502	-11.4156	-2.7029	1.64193	-0.317785	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.243604
9.91106	-11.5667	-2.70284	1.61974	-0.324343	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.174113
9.89475	-11.7232	-2.7089	1.58611	-0.339008	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.24701
9.87567	-11.8559	-2.69547	1.54828	-0.367539	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.719206
9.83968	-12.0064	-2.71094	1.5072	-0.388185	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.571763
9.71346	-12.1375	-2.63764	1.35651	-0.569694	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	27.3321
9.65223	-12.2769	-2.63689	1.30672	-0.58713	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.628137
9.59161	-12.4136	-2.63177	1.25278	-0.616057	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.540707
9.49586	-12.5589	-2.64774	1.18736	-0.644169	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	1.38633
9.36739	-12.6655	-2.63083	1.06519	-0.769007	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	9.22552
9.27159	-12.7788	-2.6377	1.00758	-0.78591	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.686445
9.15525	-12.889	-2.63566	0.920479	-0.846839	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	2.05404
9.04326	-12.9953	-2.63676	0.859525	-0.859799	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.532949
8.84443	-13.0683	-2.65048	0.67881	-1.04928	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	20.3421
8.71469	-13.1405	-2.64229	0.60917	-1.06122	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.677602
8.59632	-13.2069	-2.64216	0.547391	-1.07175	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.289077
8.45573	-13.2685	-2.65487	0.478873	-1.08303	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.735501
8.25591	-13.2728	-2.69477	0.306279	-1.25118	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	17.2589
8.13265	-13.2849	-2.67022	0.236286	-1.26191	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	1.00612
8.00321	-13.3208	-2.65231	0.188697	-1.22933	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	1.04848
7.85889	-13.329	-2.64306	0.113733	-1.2377	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.304344
7.68323	-13.3061	-2.67568	-0.00750105	-1.31176	7.57824	-13.1345	7.65	-13.25	-3.62957	0	4.21588
7.52331	-13.2911	-2.68347	-0.0882061	-1.31788	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.371513
7.38722	-13.2857	-2.66355	-0.139441	-1.28625	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0.970602
7.22583	-13.2579	-2.68095	-0.214401	-1.28681	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.488831
7.09085	-13.2349	-2.65692	-0.263652	-1.25323	6.97467	-13.1643	7	-13.25	-2.72703	0	1.48911
6.93371	-13.2032	-2.67873	-0.32622	-1.2433	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.469296
6.79454	-13.1558	-2.68076	-0.391501	-1.23977	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.111972
6.64115	-13.1103	-2.70327	-0.448638	-1.22556	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.528771
6.50534	-13.0362	-2.70768	-0.518978	-1.22716	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.42313
6.35286	-12.9805	-2.73431	-0.56803	-1.20547	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.84211
6.23325	-12.9203	-2.69739	-0.607938	-1.16738	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.34113
6.07866	-12.8649	-2.7282	-0.642682	-1.13485	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.42952
5.9733	-12.8119	-2.6936	-0.671194	-1.09806	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.54171
5.82449	-12.7573	-2.72971	-0.69294	-1.06128	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.85461
5.70957	-12.6735	-2.71772	-0.738282	-1.04537	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.554991
